STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,UNIT_MEASURE,Unit of measure,REF_AREA,Reference area,FREQ,Frequency,STATION,Weather Stations,CLIMATE_INDIC,Climate Indicators,SOURCE_DETAIL,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_COMMENT,Footnotes,UNIT_MULT,Unit multiplier
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-10,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-11,,1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-12,,0.9,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-01,,0.6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-02,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-03,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-04,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-05,,0.6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-10,,0.5,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-11,,6.2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2018-12,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-01,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-02,,6.4,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-03,,28.4,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-04,,7.1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-05,,0.2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-06,,6.4,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-10,,0.4,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-11,,43.6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2019-12,,18.3,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-01,,62.9,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-02,,0.1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-03,,21.1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-04,,2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-05,,0.5,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-10,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-11,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2020-12,,2.3,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-01,,34.13,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-02,,5.7,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-03,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-04,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-05,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-07,,3.8,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-10,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-11,,15.3,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2022-12,,29.8,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-01,,56.9,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-02,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-03,,4.8,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-04,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-05,,0.2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-10,,0.5,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-11,,15.3,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,AJWS,Ajman  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2023-12,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-01,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-02,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-03,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-04,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-05,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-07,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-08,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-09,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-10,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-11,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2016-12,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-01,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-02,,11,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-03,,11,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-04,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-05,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-07,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-08,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,RKWS,Ras Al Khaimah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-09,,0,,,,,,,,,
